"distrito","departamento","provincia","rango_edad","test_number","tamizaje_reactivo","year"
"SAN BORJA","LIMA","LIMA","30-59 años",14,0,"2014"
"SAN BORJA","LIMA","LIMA","12-17 años",1,0,"2015"
"SAN BORJA","LIMA","LIMA","18-29 años",40,0,"2015"
"SAN BORJA","LIMA","LIMA","30-59 años",17,0,"2015"
"SAN BORJA","LIMA","LIMA","12-17 años",1,0,"2016"
"SAN BORJA","LIMA","LIMA","18-29 años",40,0,"2016"
"SAN BORJA","LIMA","LIMA","30-59 años",15,0,"2016"
"SAN BORJA","LIMA","LIMA","12-17 años",2,0,"2017"
"SAN BORJA","LIMA","LIMA","18-29 años",67,1,"2017"
"SAN BORJA","LIMA","LIMA","30-59 años",34,1,"2017"
"SAN BORJA","LIMA","LIMA","12-17 años",2,0,"2018"
"SAN BORJA","LIMA","LIMA","18-29 años",64,1,"2018"
"SAN BORJA","LIMA","LIMA","30-59 años",55,0,"2018"
"SAN BORJA","LIMA","LIMA","18-29 años",21,0,"2019"
"SAN BORJA","LIMA","LIMA","30-59 años",12,0,"2019"
"SAN BORJA","LIMA","LIMA","18-29 años",27,0,"2020"
"SAN BORJA","LIMA","LIMA","30-59 años",20,0,"2020"
"SAN BORJA","LIMA","LIMA","12-17 años",5,0,"2021"
"SAN BORJA","LIMA","LIMA","18-29 años",74,1,"2021"
"SAN BORJA","LIMA","LIMA","30-59 años",60,0,"2021"
"SAN BORJA","LIMA","LIMA","12-17 años",6,0,"2022"
"SAN BORJA","LIMA","LIMA","18-29 años",102,1,"2022"
"SAN BORJA","LIMA","LIMA","30-59 años",86,1,"2022"
"SAN ISIDRO","LIMA","LIMA","18-29 años",2,0,"2014"
"SAN ISIDRO","LIMA","LIMA","30-59 años",2,0,"2014"
"SAN ISIDRO","LIMA","LIMA","12-17 años",1,0,"2017"
"SAN ISIDRO","LIMA","LIMA","18-29 años",12,0,"2017"
"SAN ISIDRO","LIMA","LIMA","30-59 años",15,0,"2017"
"SAN ISIDRO","LIMA","LIMA","12-17 años",1,0,"2018"
"SAN ISIDRO","LIMA","LIMA","18-29 años",28,0,"2018"
"SAN ISIDRO","LIMA","LIMA","30-59 años",27,0,"2018"
"SAN ISIDRO","LIMA","LIMA","18-29 años",6,0,"2019"
"SAN ISIDRO","LIMA","LIMA","30-59 años",7,0,"2019"
"SAN ISIDRO","LIMA","LIMA","18-29 años",0,0,"2020"
"SAN ISIDRO","LIMA","LIMA","30-59 años",0,0,"2020"
"SAN ISIDRO","LIMA","LIMA","18-29 años",2,0,"2021"
"SAN ISIDRO","LIMA","LIMA","30-59 años",1,0,"2021"
"SAN ISIDRO","LIMA","LIMA","12-17 años",1,0,"2022"
"SAN ISIDRO","LIMA","LIMA","18-29 años",15,0,"2022"
"SAN ISIDRO","LIMA","LIMA","30-59 años",12,0,"2022"
"SAN JUAN DE LURIGANCHO","LIMA","LIMA","12-17 años",13,0,"2011"
"SAN JUAN DE LURIGANCHO","LIMA","LIMA","18-29 años",86,0,"2011"
"SAN JUAN DE LURIGANCHO","LIMA","LIMA","30-59 años",45,0,"2011"
"SAN JUAN DE LURIGANCHO","LIMA","LIMA","12-17 años",8,0,"2012"
"SAN JUAN DE LURIGANCHO","LIMA","LIMA","18-29 años",55,0,"2012"
"SAN JUAN DE LURIGANCHO","LIMA","LIMA","30-59 años",18,0,"2012"
"SAN JUAN DE LURIGANCHO","LIMA","LIMA","12-17 años",7,0,"2013"
"SAN JUAN DE LURIGANCHO","LIMA","LIMA","18-29 años",84,0,"2013"
"SAN JUAN DE LURIGANCHO","LIMA","LIMA","30-59 años",48,0,"2013"
"SAN JUAN DE LURIGANCHO","LIMA","LIMA","12-17 años",156,2,"2014"
"SAN JUAN DE LURIGANCHO","LIMA","LIMA","18-29 años",1420,4,"2014"
"SAN JUAN DE LURIGANCHO","LIMA","LIMA","30-59 años",665,1,"2014"
"SAN JUAN DE LURIGANCHO","LIMA","LIMA","<12 años",1,0,"2014"
"SAN JUAN DE LURIGANCHO","LIMA","LIMA","12-17 años",564,2,"2015"
"SAN JUAN DE LURIGANCHO","LIMA","LIMA","18-29 años",5619,17,"2015"
"SAN JUAN DE LURIGANCHO","LIMA","LIMA","30-59 años",2430,8,"2015"
"SAN JUAN DE LURIGANCHO","LIMA","LIMA","<12 años",0,0,"2015"
"SAN JUAN DE LURIGANCHO","LIMA","LIMA","12-17 años",685,7,"2016"
"SAN JUAN DE LURIGANCHO","LIMA","LIMA","18-29 años",7018,11,"2016"
"SAN JUAN DE LURIGANCHO","LIMA","LIMA","30-59 años",3177,11,"2016"
"SAN JUAN DE LURIGANCHO","LIMA","LIMA","12-17 años",716,9,"2017"
"SAN JUAN DE LURIGANCHO","LIMA","LIMA","18-29 años",7350,21,"2017"
"SAN JUAN DE LURIGANCHO","LIMA","LIMA","30-59 años",3530,7,"2017"
"SAN JUAN DE LURIGANCHO","LIMA","LIMA","<12 años",1,0,"2017"
"SAN JUAN DE LURIGANCHO","LIMA","LIMA","12-17 años",738,4,"2018"
"SAN JUAN DE LURIGANCHO","LIMA","LIMA","18-29 años",7971,28,"2018"
"SAN JUAN DE LURIGANCHO","LIMA","LIMA","30-59 años",4135,9,"2018"
"SAN JUAN DE LURIGANCHO","LIMA","LIMA","12-17 años",147,1,"2019"
"SAN JUAN DE LURIGANCHO","LIMA","LIMA","18-29 años",1879,15,"2019"
"SAN JUAN DE LURIGANCHO","LIMA","LIMA","30-59 años",1003,4,"2019"
"SAN JUAN DE LURIGANCHO","LIMA","LIMA","12-17 años",373,3,"2020"
"SAN JUAN DE LURIGANCHO","LIMA","LIMA","18-29 años",4789,20,"2020"
"SAN JUAN DE LURIGANCHO","LIMA","LIMA","30-59 años",2794,9,"2020"
"SAN JUAN DE LURIGANCHO","LIMA","LIMA","12-17 años",503,4,"2021"
"SAN JUAN DE LURIGANCHO","LIMA","LIMA","18-29 años",6039,54,"2021"
"SAN JUAN DE LURIGANCHO","LIMA","LIMA","30-59 años",4214,10,"2021"
"SAN JUAN DE LURIGANCHO","LIMA","LIMA","<12 años",1,0,"2021"
"SAN JUAN DE LURIGANCHO","LIMA","LIMA","12-17 años",452,5,"2022"
"SAN JUAN DE LURIGANCHO","LIMA","LIMA","18-29 años",6083,96,"2022"
"SAN JUAN DE LURIGANCHO","LIMA","LIMA","30-59 años",4259,27,"2022"
"SAN JUAN DE MIRAFLORES","LIMA","LIMA","18-29 años",14,0,"2011"
"SAN JUAN DE MIRAFLORES","LIMA","LIMA","30-59 años",4,0,"2011"
"SAN JUAN DE MIRAFLORES","LIMA","LIMA","12-17 años",24,0,"2012"
"SAN JUAN DE MIRAFLORES","LIMA","LIMA","18-29 años",182,1,"2012"
"SAN JUAN DE MIRAFLORES","LIMA","LIMA","30-59 años",91,0,"2012"
"SAN JUAN DE MIRAFLORES","LIMA","LIMA","12-17 años",155,0,"2013"
"SAN JUAN DE MIRAFLORES","LIMA","LIMA","18-29 años",1130,2,"2013"
"SAN JUAN DE MIRAFLORES","LIMA","LIMA","30-59 años",478,5,"2013"
"SAN JUAN DE MIRAFLORES","LIMA","LIMA","<12 años",0,0,"2013"
"SAN JUAN DE MIRAFLORES","LIMA","LIMA","12-17 años",142,0,"2014"
"SAN JUAN DE MIRAFLORES","LIMA","LIMA","18-29 años",1391,3,"2014"
"SAN JUAN DE MIRAFLORES","LIMA","LIMA","30-59 años",619,2,"2014"
"SAN JUAN DE MIRAFLORES","LIMA","LIMA","12-17 años",166,0,"2015"
"SAN JUAN DE MIRAFLORES","LIMA","LIMA","18-29 años",1478,5,"2015"
"SAN JUAN DE MIRAFLORES","LIMA","LIMA","30-59 años",707,2,"2015"
"SAN JUAN DE MIRAFLORES","LIMA","LIMA","<12 años",0,0,"2015"
"SAN JUAN DE MIRAFLORES","LIMA","LIMA","12-17 años",123,10,"2016"
"SAN JUAN DE MIRAFLORES","LIMA","LIMA","18-29 años",1347,41,"2016"
"SAN JUAN DE MIRAFLORES","LIMA","LIMA","30-59 años",640,19,"2016"
"SAN JUAN DE MIRAFLORES","LIMA","LIMA","<12 años",0,0,"2016"
"SAN JUAN DE MIRAFLORES","LIMA","LIMA","12-17 años",283,3,"2017"
"SAN JUAN DE MIRAFLORES","LIMA","LIMA","18-29 años",2096,22,"2017"
"SAN JUAN DE MIRAFLORES","LIMA","LIMA","30-59 años",1154,6,"2017"
"SAN JUAN DE MIRAFLORES","LIMA","LIMA","12-17 años",509,4,"2018"
"SAN JUAN DE MIRAFLORES","LIMA","LIMA","18-29 años",3474,14,"2018"
"SAN JUAN DE MIRAFLORES","LIMA","LIMA","30-59 años",2019,4,"2018"
"SAN JUAN DE MIRAFLORES","LIMA","LIMA","12-17 años",7,1,"2019"
"SAN JUAN DE MIRAFLORES","LIMA","LIMA","18-29 años",149,0,"2019"
"SAN JUAN DE MIRAFLORES","LIMA","LIMA","30-59 años",87,1,"2019"
"SAN JUAN DE MIRAFLORES","LIMA","LIMA","12-17 años",29,1,"2020"
"SAN JUAN DE MIRAFLORES","LIMA","LIMA","18-29 años",417,0,"2020"
"SAN JUAN DE MIRAFLORES","LIMA","LIMA","30-59 años",282,2,"2020"
"SAN JUAN DE MIRAFLORES","LIMA","LIMA","12-17 años",53,0,"2021"
"SAN JUAN DE MIRAFLORES","LIMA","LIMA","18-29 años",819,8,"2021"
"SAN JUAN DE MIRAFLORES","LIMA","LIMA","30-59 años",525,3,"2021"
"SAN JUAN DE MIRAFLORES","LIMA","LIMA","12-17 años",105,0,"2022"
"SAN JUAN DE MIRAFLORES","LIMA","LIMA","18-29 años",1390,26,"2022"
"SAN JUAN DE MIRAFLORES","LIMA","LIMA","30-59 años",1006,8,"2022"
"SAN JUAN DE MIRAFLORES","LIMA","LIMA","<12 años",1,0,"2022"
"SAN LUIS","LIMA","LIMA","12-17 años",2,0,"2013"
"SAN LUIS","LIMA","LIMA","18-29 años",14,1,"2013"
"SAN LUIS","LIMA","LIMA","30-59 años",12,1,"2013"
"SAN LUIS","LIMA","LIMA","12-17 años",2,0,"2014"
"SAN LUIS","LIMA","LIMA","18-29 años",46,0,"2014"
"SAN LUIS","LIMA","LIMA","30-59 años",18,0,"2014"
"SAN LUIS","LIMA","LIMA","12-17 años",1,0,"2015"
"SAN LUIS","LIMA","LIMA","18-29 años",21,1,"2015"
"SAN LUIS","LIMA","LIMA","30-59 años",14,0,"2015"
"SAN LUIS","LIMA","LIMA","18-29 años",12,0,"2016"
"SAN LUIS","LIMA","LIMA","30-59 años",3,1,"2016"
"SAN LUIS","LIMA","LIMA","12-17 años",13,0,"2017"
"SAN LUIS","LIMA","LIMA","18-29 años",255,0,"2017"
"SAN LUIS","LIMA","LIMA","30-59 años",106,0,"2017"
"SAN LUIS","LIMA","LIMA","12-17 años",27,0,"2018"
"SAN LUIS","LIMA","LIMA","18-29 años",305,0,"2018"
"SAN LUIS","LIMA","LIMA","30-59 años",148,1,"2018"
"SAN LUIS","LIMA","LIMA","12-17 años",3,0,"2019"
"SAN LUIS","LIMA","LIMA","18-29 años",91,0,"2019"
"SAN LUIS","LIMA","LIMA","30-59 años",42,0,"2019"
"SAN LUIS","LIMA","LIMA","12-17 años",1,0,"2020"
"SAN LUIS","LIMA","LIMA","18-29 años",73,0,"2020"
"SAN LUIS","LIMA","LIMA","30-59 años",30,0,"2020"
"SAN LUIS","LIMA","LIMA","12-17 años",3,0,"2021"
"SAN LUIS","LIMA","LIMA","18-29 años",14,0,"2021"
"SAN LUIS","LIMA","LIMA","30-59 años",10,0,"2021"
"SAN LUIS","LIMA","LIMA","12-17 años",7,0,"2022"
"SAN LUIS","LIMA","LIMA","18-29 años",164,8,"2022"
"SAN LUIS","LIMA","LIMA","30-59 años",89,0,"2022"
"SAN MARTIN DE PORRES","LIMA","LIMA","12-17 años",59,0,"2011"
"SAN MARTIN DE PORRES","LIMA","LIMA","18-29 años",462,0,"2011"
"SAN MARTIN DE PORRES","LIMA","LIMA","30-59 años",159,0,"2011"
"SAN MARTIN DE PORRES","LIMA","LIMA","12-17 años",51,0,"2012"
"SAN MARTIN DE PORRES","LIMA","LIMA","18-29 años",324,0,"2012"
"SAN MARTIN DE PORRES","LIMA","LIMA","30-59 años",106,0,"2012"
"SAN MARTIN DE PORRES","LIMA","LIMA","<12 años",1,0,"2012"
"SAN MARTIN DE PORRES","LIMA","LIMA","12-17 años",39,0,"2013"
"SAN MARTIN DE PORRES","LIMA","LIMA","18-29 años",367,2,"2013"
"SAN MARTIN DE PORRES","LIMA","LIMA","30-59 años",173,1,"2013"
"SAN MARTIN DE PORRES","LIMA","LIMA","<12 años",0,0,"2013"
"SAN MARTIN DE PORRES","LIMA","LIMA","12-17 años",210,1,"2014"
"SAN MARTIN DE PORRES","LIMA","LIMA","18-29 años",1950,6,"2014"
"SAN MARTIN DE PORRES","LIMA","LIMA","30-59 años",844,2,"2014"
"SAN MARTIN DE PORRES","LIMA","LIMA","12-17 años",367,1,"2015"
"SAN MARTIN DE PORRES","LIMA","LIMA","18-29 años",3949,17,"2015"
"SAN MARTIN DE PORRES","LIMA","LIMA","30-59 años",1704,11,"2015"
"SAN MARTIN DE PORRES","LIMA","LIMA","<12 años",3,0,"2015"
"SAN MARTIN DE PORRES","LIMA","LIMA","12-17 años",307,1,"2016"
"SAN MARTIN DE PORRES","LIMA","LIMA","18-29 años",4156,21,"2016"
"SAN MARTIN DE PORRES","LIMA","LIMA","30-59 años",1700,15,"2016"
"SAN MARTIN DE PORRES","LIMA","LIMA","<12 años",1,0,"2016"
"SAN MARTIN DE PORRES","LIMA","LIMA","12-17 años",237,0,"2017"
"SAN MARTIN DE PORRES","LIMA","LIMA","18-29 años",3239,13,"2017"
"SAN MARTIN DE PORRES","LIMA","LIMA","30-59 años",1380,6,"2017"
"SAN MARTIN DE PORRES","LIMA","LIMA","<12 años",1,0,"2017"
"SAN MARTIN DE PORRES","LIMA","LIMA","12-17 años",254,5,"2018"
"SAN MARTIN DE PORRES","LIMA","LIMA","18-29 años",3811,30,"2018"
"SAN MARTIN DE PORRES","LIMA","LIMA","30-59 años",1822,6,"2018"
"SAN MARTIN DE PORRES","LIMA","LIMA","12-17 años",2,0,"2019"
"SAN MARTIN DE PORRES","LIMA","LIMA","18-29 años",30,1,"2019"
"SAN MARTIN DE PORRES","LIMA","LIMA","30-59 años",16,0,"2019"
"SAN MARTIN DE PORRES","LIMA","LIMA","12-17 años",11,1,"2020"
"SAN MARTIN DE PORRES","LIMA","LIMA","18-29 años",138,5,"2020"
"SAN MARTIN DE PORRES","LIMA","LIMA","30-59 años",57,0,"2020"
"SAN MARTIN DE PORRES","LIMA","LIMA","12-17 años",80,4,"2021"
"SAN MARTIN DE PORRES","LIMA","LIMA","18-29 años",1395,17,"2021"
"SAN MARTIN DE PORRES","LIMA","LIMA","30-59 años",879,4,"2021"
"SAN MARTIN DE PORRES","LIMA","LIMA","12-17 años",146,3,"2022"
"SAN MARTIN DE PORRES","LIMA","LIMA","18-29 años",2305,56,"2022"
"SAN MARTIN DE PORRES","LIMA","LIMA","30-59 años",1398,16,"2022"
"SAN MIGUEL","LIMA","LIMA","30-59 años",3,0,"2012"
"SAN MIGUEL","LIMA","LIMA","12-17 años",1,0,"2013"
"SAN MIGUEL","LIMA","LIMA","18-29 años",8,0,"2013"
"SAN MIGUEL","LIMA","LIMA","30-59 años",1,0,"2013"
"SAN MIGUEL","LIMA","LIMA","12-17 años",1,0,"2014"
"SAN MIGUEL","LIMA","LIMA","18-29 años",3,0,"2014"
"SAN MIGUEL","LIMA","LIMA","30-59 años",4,0,"2014"
"SAN MIGUEL","LIMA","LIMA","12-17 años",4,1,"2015"
"SAN MIGUEL","LIMA","LIMA","18-29 años",21,0,"2015"
"SAN MIGUEL","LIMA","LIMA","30-59 años",8,0,"2015"
"SAN MIGUEL","LIMA","LIMA","12-17 años",3,0,"2016"
"SAN MIGUEL","LIMA","LIMA","18-29 años",30,0,"2016"
"SAN MIGUEL","LIMA","LIMA","30-59 años",14,0,"2016"
"SAN MIGUEL","LIMA","LIMA","12-17 años",22,0,"2017"
"SAN MIGUEL","LIMA","LIMA","18-29 años",308,1,"2017"
"SAN MIGUEL","LIMA","LIMA","30-59 años",123,0,"2017"
"SAN MIGUEL","LIMA","LIMA","12-17 años",20,0,"2018"
"SAN MIGUEL","LIMA","LIMA","18-29 años",343,0,"2018"
"SAN MIGUEL","LIMA","LIMA","30-59 años",143,0,"2018"
"SAN MIGUEL","LIMA","LIMA","12-17 años",10,0,"2019"
"SAN MIGUEL","LIMA","LIMA","18-29 años",98,0,"2019"
"SAN MIGUEL","LIMA","LIMA","30-59 años",51,1,"2019"
"SAN MIGUEL","LIMA","LIMA","12-17 años",7,0,"2020"
"SAN MIGUEL","LIMA","LIMA","18-29 años",93,0,"2020"
"SAN MIGUEL","LIMA","LIMA","30-59 años",63,0,"2020"
"SAN MIGUEL","LIMA","LIMA","12-17 años",11,0,"2021"
"SAN MIGUEL","LIMA","LIMA","18-29 años",178,4,"2021"
"SAN MIGUEL","LIMA","LIMA","30-59 años",136,0,"2021"
"SAN MIGUEL","LIMA","LIMA","12-17 años",13,0,"2022"
"SAN MIGUEL","LIMA","LIMA","18-29 años",230,4,"2022"
"SAN MIGUEL","LIMA","LIMA","30-59 años",152,0,"2022"
"SANTA ANITA","LIMA","LIMA","18-29 años",6,0,"2011"
"SANTA ANITA","LIMA","LIMA","30-59 años",0,0,"2011"
"SANTA ANITA","LIMA","LIMA","12-17 años",5,0,"2012"
"SANTA ANITA","LIMA","LIMA","18-29 años",46,2,"2012"
"SANTA ANITA","LIMA","LIMA","30-59 años",19,0,"2012"
"SANTA ANITA","LIMA","LIMA","12-17 años",32,0,"2013"
"SANTA ANITA","LIMA","LIMA","18-29 años",393,4,"2013"
"SANTA ANITA","LIMA","LIMA","30-59 años",165,0,"2013"
"SANTA ANITA","LIMA","LIMA","12-17 años",136,2,"2014"
"SANTA ANITA","LIMA","LIMA","18-29 años",1514,6,"2014"
"SANTA ANITA","LIMA","LIMA","30-59 años",538,5,"2014"
"SANTA ANITA","LIMA","LIMA","12-17 años",54,0,"2015"
"SANTA ANITA","LIMA","LIMA","18-29 años",579,1,"2015"
"SANTA ANITA","LIMA","LIMA","30-59 años",228,2,"2015"
"SANTA ANITA","LIMA","LIMA","12-17 años",79,0,"2016"
"SANTA ANITA","LIMA","LIMA","18-29 años",1086,0,"2016"
"SANTA ANITA","LIMA","LIMA","30-59 años",457,3,"2016"
"SANTA ANITA","LIMA","LIMA","12-17 años",97,0,"2017"
"SANTA ANITA","LIMA","LIMA","18-29 años",1341,2,"2017"
"SANTA ANITA","LIMA","LIMA","30-59 años",569,3,"2017"
"SANTA ANITA","LIMA","LIMA","12-17 años",142,1,"2018"
"SANTA ANITA","LIMA","LIMA","18-29 años",2022,7,"2018"
"SANTA ANITA","LIMA","LIMA","30-59 años",893,6,"2018"
"SANTA ANITA","LIMA","LIMA","12-17 años",5,0,"2019"
"SANTA ANITA","LIMA","LIMA","18-29 años",192,3,"2019"
"SANTA ANITA","LIMA","LIMA","30-59 años",81,2,"2019"
"SANTA ANITA","LIMA","LIMA","12-17 años",66,0,"2020"
"SANTA ANITA","LIMA","LIMA","18-29 años",1192,6,"2020"
"SANTA ANITA","LIMA","LIMA","30-59 años",670,4,"2020"
"SANTA ANITA","LIMA","LIMA","12-17 años",108,1,"2021"
"SANTA ANITA","LIMA","LIMA","18-29 años",1752,19,"2021"
"SANTA ANITA","LIMA","LIMA","30-59 años",992,5,"2021"
"SANTA ANITA","LIMA","LIMA","12-17 años",72,1,"2022"
"SANTA ANITA","LIMA","LIMA","18-29 años",1443,18,"2022"
"SANTA ANITA","LIMA","LIMA","30-59 años",940,4,"2022"
"SANTA ROSA","LIMA","LIMA","18-29 años",2,0,"2011"
"SANTA ROSA","LIMA","LIMA","12-17 años",2,0,"2012"
"SANTA ROSA","LIMA","LIMA","18-29 años",25,0,"2012"
"SANTA ROSA","LIMA","LIMA","30-59 años",5,0,"2012"
"SANTA ROSA","LIMA","LIMA","12-17 años",10,0,"2013"
"SANTA ROSA","LIMA","LIMA","18-29 años",74,2,"2013"
"SANTA ROSA","LIMA","LIMA","30-59 años",43,0,"2013"
"SANTA ROSA","LIMA","LIMA","12-17 años",5,0,"2014"
"SANTA ROSA","LIMA","LIMA","18-29 años",53,2,"2014"
"SANTA ROSA","LIMA","LIMA","30-59 años",33,1,"2014"
"SANTA ROSA","LIMA","LIMA","12-17 años",5,0,"2015"
"SANTA ROSA","LIMA","LIMA","18-29 años",23,0,"2015"
"SANTA ROSA","LIMA","LIMA","30-59 años",18,0,"2015"
"SANTA ROSA","LIMA","LIMA","12-17 años",6,0,"2016"
"SANTA ROSA","LIMA","LIMA","18-29 años",94,1,"2016"
"SANTA ROSA","LIMA","LIMA","30-59 años",67,0,"2016"
"SANTA ROSA","LIMA","LIMA","12-17 años",27,0,"2017"
"SANTA ROSA","LIMA","LIMA","18-29 años",266,2,"2017"
"SANTA ROSA","LIMA","LIMA","30-59 años",116,3,"2017"
"SANTA ROSA","LIMA","LIMA","12-17 años",31,1,"2018"
"SANTA ROSA","LIMA","LIMA","18-29 años",226,2,"2018"
"SANTA ROSA","LIMA","LIMA","30-59 años",125,1,"2018"
"SANTA ROSA","LIMA","LIMA","12-17 años",1,0,"2019"
"SANTA ROSA","LIMA","LIMA","18-29 años",3,0,"2019"
"SANTA ROSA","LIMA","LIMA","30-59 años",1,0,"2019"
"SANTA ROSA","LIMA","LIMA","12-17 años",0,0,"2020"
"SANTA ROSA","LIMA","LIMA","18-29 años",12,0,"2020"
"SANTA ROSA","LIMA","LIMA","30-59 años",4,0,"2020"
"SANTA ROSA","LIMA","LIMA","12-17 años",9,1,"2021"
"SANTA ROSA","LIMA","LIMA","18-29 años",96,0,"2021"
"SANTA ROSA","LIMA","LIMA","30-59 años",68,1,"2021"
"SANTA ROSA","LIMA","LIMA","12-17 años",15,0,"2022"
"SANTA ROSA","LIMA","LIMA","18-29 años",126,0,"2022"
"SANTA ROSA","LIMA","LIMA","30-59 años",116,0,"2022"
"SANTIAGO DE SURCO","LIMA","LIMA","18-29 años",8,0,"2011"
"SANTIAGO DE SURCO","LIMA","LIMA","30-59 años",2,0,"2011"
"SANTIAGO DE SURCO","LIMA","LIMA","12-17 años",10,0,"2012"
"SANTIAGO DE SURCO","LIMA","LIMA","18-29 años",140,1,"2012"
"SANTIAGO DE SURCO","LIMA","LIMA","30-59 años",59,0,"2012"
"SANTIAGO DE SURCO","LIMA","LIMA","12-17 años",60,0,"2013"
"SANTIAGO DE SURCO","LIMA","LIMA","18-29 años",540,0,"2013"
"SANTIAGO DE SURCO","LIMA","LIMA","30-59 años",193,0,"2013"
"SANTIAGO DE SURCO","LIMA","LIMA","<12 años",1,0,"2013"
"SANTIAGO DE SURCO","LIMA","LIMA","12-17 años",55,0,"2014"
"SANTIAGO DE SURCO","LIMA","LIMA","18-29 años",540,1,"2014"
"SANTIAGO DE SURCO","LIMA","LIMA","30-59 años",194,0,"2014"
"SANTIAGO DE SURCO","LIMA","LIMA","12-17 años",33,0,"2015"
"SANTIAGO DE SURCO","LIMA","LIMA","18-29 años",493,2,"2015"
"SANTIAGO DE SURCO","LIMA","LIMA","30-59 años",191,0,"2015"
"SANTIAGO DE SURCO","LIMA","LIMA","12-17 años",21,0,"2016"
"SANTIAGO DE SURCO","LIMA","LIMA","18-29 años",442,0,"2016"
"SANTIAGO DE SURCO","LIMA","LIMA","30-59 años",236,2,"2016"
"SANTIAGO DE SURCO","LIMA","LIMA","12-17 años",36,0,"2017"
"SANTIAGO DE SURCO","LIMA","LIMA","18-29 años",374,3,"2017"
"SANTIAGO DE SURCO","LIMA","LIMA","30-59 años",166,0,"2017"
"SANTIAGO DE SURCO","LIMA","LIMA","12-17 años",27,0,"2018"
"SANTIAGO DE SURCO","LIMA","LIMA","18-29 años",647,1,"2018"
"SANTIAGO DE SURCO","LIMA","LIMA","30-59 años",293,0,"2018"
"SANTIAGO DE SURCO","LIMA","LIMA","12-17 años",1,0,"2019"
"SANTIAGO DE SURCO","LIMA","LIMA","18-29 años",82,0,"2019"
"SANTIAGO DE SURCO","LIMA","LIMA","30-59 años",43,0,"2019"
"SANTIAGO DE SURCO","LIMA","LIMA","12-17 años",24,0,"2020"
"SANTIAGO DE SURCO","LIMA","LIMA","18-29 años",402,0,"2020"
"SANTIAGO DE SURCO","LIMA","LIMA","30-59 años",249,0,"2020"
"SANTIAGO DE SURCO","LIMA","LIMA","12-17 años",20,0,"2021"
"SANTIAGO DE SURCO","LIMA","LIMA","18-29 años",426,2,"2021"
"SANTIAGO DE SURCO","LIMA","LIMA","30-59 años",259,0,"2021"
"SANTIAGO DE SURCO","LIMA","LIMA","12-17 años",17,0,"2022"
"SANTIAGO DE SURCO","LIMA","LIMA","18-29 años",406,6,"2022"
"SANTIAGO DE SURCO","LIMA","LIMA","30-59 años",261,0,"2022"
"SURQUILLO","LIMA","LIMA","12-17 años",2,0,"2012"
"SURQUILLO","LIMA","LIMA","18-29 años",9,0,"2012"
"SURQUILLO","LIMA","LIMA","30-59 años",3,0,"2012"
"SURQUILLO","LIMA","LIMA","12-17 años",1,0,"2013"
"SURQUILLO","LIMA","LIMA","18-29 años",2,0,"2013"
"SURQUILLO","LIMA","LIMA","12-17 años",12,1,"2014"
"SURQUILLO","LIMA","LIMA","18-29 años",79,1,"2014"
"SURQUILLO","LIMA","LIMA","30-59 años",31,1,"2014"
"SURQUILLO","LIMA","LIMA","12-17 años",31,0,"2015"
"SURQUILLO","LIMA","LIMA","18-29 años",226,0,"2015"
"SURQUILLO","LIMA","LIMA","30-59 años",115,1,"2015"
"SURQUILLO","LIMA","LIMA","12-17 años",22,0,"2016"
"SURQUILLO","LIMA","LIMA","18-29 años",262,2,"2016"
"SURQUILLO","LIMA","LIMA","30-59 años",136,2,"2016"
"SURQUILLO","LIMA","LIMA","12-17 años",28,0,"2017"
"SURQUILLO","LIMA","LIMA","18-29 años",328,6,"2017"
"SURQUILLO","LIMA","LIMA","30-59 años",195,0,"2017"
"SURQUILLO","LIMA","LIMA","12-17 años",31,1,"2018"
"SURQUILLO","LIMA","LIMA","18-29 años",467,4,"2018"
"SURQUILLO","LIMA","LIMA","30-59 años",198,2,"2018"
"SURQUILLO","LIMA","LIMA","12-17 años",14,0,"2019"
"SURQUILLO","LIMA","LIMA","18-29 años",138,1,"2019"
"SURQUILLO","LIMA","LIMA","30-59 años",78,3,"2019"
"SURQUILLO","LIMA","LIMA","12-17 años",12,1,"2020"
"SURQUILLO","LIMA","LIMA","18-29 años",126,1,"2020"
"SURQUILLO","LIMA","LIMA","30-59 años",61,0,"2020"
"SURQUILLO","LIMA","LIMA","12-17 años",10,0,"2021"
"SURQUILLO","LIMA","LIMA","18-29 años",235,1,"2021"
"SURQUILLO","LIMA","LIMA","30-59 años",152,0,"2021"
"SURQUILLO","LIMA","LIMA","12-17 años",14,2,"2022"
"SURQUILLO","LIMA","LIMA","18-29 años",247,3,"2022"
"SURQUILLO","LIMA","LIMA","30-59 años",189,3,"2022"
"VILLA EL SALVADOR","LIMA","LIMA","12-17 años",10,0,"2011"
"VILLA EL SALVADOR","LIMA","LIMA","18-29 años",47,0,"2011"
"VILLA EL SALVADOR","LIMA","LIMA","30-59 años",26,0,"2011"
"VILLA EL SALVADOR","LIMA","LIMA","12-17 años",82,0,"2012"
"VILLA EL SALVADOR","LIMA","LIMA","18-29 años",542,0,"2012"
"VILLA EL SALVADOR","LIMA","LIMA","30-59 años",241,0,"2012"
"VILLA EL SALVADOR","LIMA","LIMA","12-17 años",309,2,"2013"
"VILLA EL SALVADOR","LIMA","LIMA","18-29 años",2309,5,"2013"
