"distrito","departamento","provincia","year","test_number_12-17 años","test_number_18-29 años","test_number_30-59 años","test_number_<12 años","tamizaje_reactivo_12-17 años","tamizaje_reactivo_18-29 años","tamizaje_reactivo_30-59 años","tamizaje_reactivo_<12 años"
"LONYA GRANDE","AMAZONAS","UTCUBAMBA","2022",34,148,92,NA,0,0,0,NA
"YAMON","AMAZONAS","UTCUBAMBA","2012",2,1,4,NA,0,0,0,NA
"YAMON","AMAZONAS","UTCUBAMBA","2013",5,20,20,NA,0,0,0,NA
"YAMON","AMAZONAS","UTCUBAMBA","2014",8,33,19,NA,0,0,1,NA
"YAMON","AMAZONAS","UTCUBAMBA","2015",14,37,28,NA,0,0,0,NA
"YAMON","AMAZONAS","UTCUBAMBA","2016",23,61,28,NA,0,0,0,NA
"YAMON","AMAZONAS","UTCUBAMBA","2017",9,76,40,NA,0,0,0,NA
"YAMON","AMAZONAS","UTCUBAMBA","2018",15,39,39,NA,1,0,0,NA
"YAMON","AMAZONAS","UTCUBAMBA","2019",NA,1,NA,NA,NA,0,NA,NA
"YAMON","AMAZONAS","UTCUBAMBA","2020",NA,NA,0,NA,NA,NA,0,NA
"YAMON","AMAZONAS","UTCUBAMBA","2021",11,51,18,NA,0,0,0,NA
"YAMON","AMAZONAS","UTCUBAMBA","2022",11,82,39,NA,0,0,0,NA
"AIJA","ANCASH","AIJA","2012",NA,0,NA,NA,NA,0,NA,NA
"AIJA","ANCASH","AIJA","2013",NA,0,0,NA,NA,0,0,NA
"AIJA","ANCASH","AIJA","2014",0,0,0,NA,0,0,0,NA
"AIJA","ANCASH","AIJA","2015",2,19,8,NA,0,0,0,NA
"AIJA","ANCASH","AIJA","2016",3,18,15,NA,0,0,0,NA
"AIJA","ANCASH","AIJA","2017",0,8,16,NA,0,0,0,NA
"AIJA","ANCASH","AIJA","2018",NA,14,7,NA,NA,0,0,NA
"AIJA","ANCASH","AIJA","2019",NA,NA,1,NA,NA,NA,0,NA
"AIJA","ANCASH","AIJA","2020",1,6,4,NA,0,0,0,NA
"AIJA","ANCASH","AIJA","2021",2,23,14,NA,0,1,0,NA
"AIJA","ANCASH","AIJA","2022",1,19,14,NA,0,0,0,NA
"CORIS","ANCASH","AIJA","2011",0,0,0,NA,0,0,0,NA
"CORIS","ANCASH","AIJA","2012",NA,0,0,NA,NA,0,0,NA
"CORIS","ANCASH","AIJA","2013",NA,0,NA,NA,NA,0,NA,NA
"CORIS","ANCASH","AIJA","2014",NA,0,NA,NA,NA,0,NA,NA
"CORIS","ANCASH","AIJA","2015",2,18,7,NA,0,0,0,NA
"CORIS","ANCASH","AIJA","2016",6,18,12,NA,0,0,0,NA
"CORIS","ANCASH","AIJA","2017",5,13,11,NA,0,0,0,NA
"CORIS","ANCASH","AIJA","2018",4,8,6,NA,0,0,0,NA
"CORIS","ANCASH","AIJA","2020",1,20,7,NA,0,1,0,NA
"CORIS","ANCASH","AIJA","2021",3,24,12,NA,0,0,0,NA
"CORIS","ANCASH","AIJA","2022",6,26,12,NA,0,0,0,NA
"HUACLLAN","ANCASH","AIJA","2012",NA,0,0,NA,NA,0,0,NA
"HUACLLAN","ANCASH","AIJA","2013",NA,0,0,NA,NA,0,0,NA
"HUACLLAN","ANCASH","AIJA","2014",NA,0,NA,NA,NA,0,NA,NA
"HUACLLAN","ANCASH","AIJA","2015",NA,3,3,NA,NA,0,0,NA
"HUACLLAN","ANCASH","AIJA","2016",NA,5,1,NA,NA,0,0,NA
"HUACLLAN","ANCASH","AIJA","2017",NA,4,5,NA,NA,0,0,NA
"HUACLLAN","ANCASH","AIJA","2018",NA,1,2,NA,NA,0,0,NA
"HUACLLAN","ANCASH","AIJA","2020",1,3,4,NA,0,0,0,NA
"HUACLLAN","ANCASH","AIJA","2021",1,5,2,NA,0,0,0,NA
"HUACLLAN","ANCASH","AIJA","2022",NA,5,NA,NA,NA,0,NA,NA
"LA MERCED","ANCASH","AIJA","2012",NA,0,0,NA,NA,0,0,NA
"LA MERCED","ANCASH","AIJA","2013",0,0,0,NA,0,0,0,NA
"LA MERCED","ANCASH","AIJA","2014",NA,0,0,NA,NA,0,0,NA
"LA MERCED","ANCASH","AIJA","2015",2,14,15,NA,0,0,0,NA
"LA MERCED","ANCASH","AIJA","2016",2,11,15,NA,0,0,0,NA
"LA MERCED","ANCASH","AIJA","2017",3,13,8,NA,0,0,0,NA
"LA MERCED","ANCASH","AIJA","2018",2,11,13,NA,0,0,0,NA
"LA MERCED","ANCASH","AIJA","2019",1,7,2,NA,0,0,0,NA
"LA MERCED","ANCASH","AIJA","2020",2,20,9,NA,0,0,0,NA
"LA MERCED","ANCASH","AIJA","2021",2,15,11,NA,0,0,0,NA
"LA MERCED","ANCASH","AIJA","2022",1,20,18,NA,0,0,0,NA
"SUCCHA","ANCASH","AIJA","2011",NA,0,NA,NA,NA,0,NA,NA
"SUCCHA","ANCASH","AIJA","2012",NA,0,NA,NA,NA,0,NA,NA
"SUCCHA","ANCASH","AIJA","2013",NA,0,0,NA,NA,0,0,NA
"SUCCHA","ANCASH","AIJA","2014",NA,0,0,NA,NA,0,0,NA
"SUCCHA","ANCASH","AIJA","2015",1,2,8,NA,0,0,0,NA
"SUCCHA","ANCASH","AIJA","2016",2,7,7,NA,0,0,0,NA
"SUCCHA","ANCASH","AIJA","2017",NA,4,2,NA,NA,0,0,NA
"SUCCHA","ANCASH","AIJA","2018",3,2,2,NA,0,0,0,NA
"SUCCHA","ANCASH","AIJA","2020",4,2,1,NA,0,0,0,NA
"SUCCHA","ANCASH","AIJA","2021",5,4,6,NA,0,0,0,NA
"SUCCHA","ANCASH","AIJA","2022",4,3,8,NA,0,0,0,NA
"ACZO","ANCASH","ANTONIO RAIMONDI","2012",NA,NA,1,NA,NA,NA,0,NA
"ACZO","ANCASH","ANTONIO RAIMONDI","2013",2,4,2,NA,0,0,0,NA
"ACZO","ANCASH","ANTONIO RAIMONDI","2014",NA,0,NA,NA,NA,0,NA,NA
"ACZO","ANCASH","ANTONIO RAIMONDI","2016",NA,8,6,NA,NA,0,0,NA
"ACZO","ANCASH","ANTONIO RAIMONDI","2017",1,13,10,NA,0,0,0,NA
"ACZO","ANCASH","ANTONIO RAIMONDI","2018",4,16,9,NA,0,0,0,NA
"ACZO","ANCASH","ANTONIO RAIMONDI","2019",3,2,3,NA,0,0,0,NA
"ACZO","ANCASH","ANTONIO RAIMONDI","2020",2,17,13,NA,0,0,0,NA
"ACZO","ANCASH","ANTONIO RAIMONDI","2021",9,12,21,NA,0,0,0,NA
"ACZO","ANCASH","ANTONIO RAIMONDI","2022",8,17,13,NA,0,0,0,NA
"CHACCHO","ANCASH","ANTONIO RAIMONDI","2016",NA,NA,3,NA,NA,NA,0,NA
"CHACCHO","ANCASH","ANTONIO RAIMONDI","2017",1,4,5,NA,0,0,0,NA
"CHACCHO","ANCASH","ANTONIO RAIMONDI","2018",2,15,11,NA,0,0,0,NA
"CHACCHO","ANCASH","ANTONIO RAIMONDI","2020",NA,8,5,NA,NA,0,0,NA
"CHACCHO","ANCASH","ANTONIO RAIMONDI","2021",1,7,10,NA,0,0,0,NA
"CHACCHO","ANCASH","ANTONIO RAIMONDI","2022",1,13,12,NA,0,0,0,NA
"CHINGAS","ANCASH","ANTONIO RAIMONDI","2016",NA,14,5,NA,NA,0,0,NA
"CHINGAS","ANCASH","ANTONIO RAIMONDI","2017",1,12,20,NA,0,0,0,NA
"CHINGAS","ANCASH","ANTONIO RAIMONDI","2018",7,11,12,NA,0,0,0,NA
"CHINGAS","ANCASH","ANTONIO RAIMONDI","2020",2,14,4,NA,0,0,0,NA
"CHINGAS","ANCASH","ANTONIO RAIMONDI","2021",3,16,15,NA,0,0,0,NA
"CHINGAS","ANCASH","ANTONIO RAIMONDI","2022",2,23,11,NA,0,0,0,NA
"LLAMELLIN","ANCASH","ANTONIO RAIMONDI","2014",NA,1,1,NA,NA,0,0,NA
"LLAMELLIN","ANCASH","ANTONIO RAIMONDI","2017",1,21,24,NA,0,0,0,NA
"LLAMELLIN","ANCASH","ANTONIO RAIMONDI","2018",5,29,23,NA,0,0,0,NA
"LLAMELLIN","ANCASH","ANTONIO RAIMONDI","2020",2,35,26,NA,0,0,0,NA
"LLAMELLIN","ANCASH","ANTONIO RAIMONDI","2021",6,51,46,NA,0,0,0,NA
"LLAMELLIN","ANCASH","ANTONIO RAIMONDI","2022",5,47,37,NA,0,0,0,NA
"MIRGAS","ANCASH","ANTONIO RAIMONDI","2016",1,15,8,NA,0,0,0,NA
"MIRGAS","ANCASH","ANTONIO RAIMONDI","2017",10,44,33,NA,0,0,0,NA
"MIRGAS","ANCASH","ANTONIO RAIMONDI","2018",8,52,57,NA,0,0,0,NA
"MIRGAS","ANCASH","ANTONIO RAIMONDI","2020",6,49,38,NA,0,0,0,NA
"MIRGAS","ANCASH","ANTONIO RAIMONDI","2021",13,55,43,NA,0,0,0,NA
"MIRGAS","ANCASH","ANTONIO RAIMONDI","2022",6,56,54,NA,0,0,0,NA
"SAN JUAN DE RONTOY","ANCASH","ANTONIO RAIMONDI","2012",NA,1,NA,NA,NA,0,NA,NA
"SAN JUAN DE RONTOY","ANCASH","ANTONIO RAIMONDI","2013",NA,1,1,NA,NA,0,0,NA
"SAN JUAN DE RONTOY","ANCASH","ANTONIO RAIMONDI","2014",1,11,9,NA,0,0,0,NA
"SAN JUAN DE RONTOY","ANCASH","ANTONIO RAIMONDI","2016",NA,1,2,NA,NA,0,0,NA
"SAN JUAN DE RONTOY","ANCASH","ANTONIO RAIMONDI","2017",4,11,13,NA,0,0,0,NA
"SAN JUAN DE RONTOY","ANCASH","ANTONIO RAIMONDI","2018",2,15,15,NA,0,0,0,NA
"SAN JUAN DE RONTOY","ANCASH","ANTONIO RAIMONDI","2020",2,8,3,NA,0,0,0,NA
"SAN JUAN DE RONTOY","ANCASH","ANTONIO RAIMONDI","2021",3,13,6,NA,0,0,0,NA
"SAN JUAN DE RONTOY","ANCASH","ANTONIO RAIMONDI","2022",10,24,12,NA,0,0,0,NA
"ACOCHACA","ANCASH","ASUNCION","2015",NA,0,0,NA,NA,0,0,NA
"ACOCHACA","ANCASH","ASUNCION","2017",NA,0,NA,NA,NA,0,NA,NA
"ACOCHACA","ANCASH","ASUNCION","2018",1,7,4,NA,0,0,0,NA
"ACOCHACA","ANCASH","ASUNCION","2021",NA,1,NA,NA,NA,0,NA,NA
"CHACAS","ANCASH","ASUNCION","2013",0,1,0,NA,0,1,0,NA
"CHACAS","ANCASH","ASUNCION","2014",26,151,128,NA,0,0,1,NA
"CHACAS","ANCASH","ASUNCION","2015",43,232,162,NA,0,0,0,NA
"CHACAS","ANCASH","ASUNCION","2016",23,202,160,NA,0,0,0,NA
"CHACAS","ANCASH","ASUNCION","2017",16,146,146,NA,0,0,1,NA
"CHACAS","ANCASH","ASUNCION","2018",21,153,118,NA,0,0,0,NA
"CHACAS","ANCASH","ASUNCION","2020",2,38,26,NA,0,0,1,NA
"CHACAS","ANCASH","ASUNCION","2021",3,42,55,NA,0,0,0,NA
"CHACAS","ANCASH","ASUNCION","2022",8,50,61,NA,0,0,0,NA
"ABELARDO PARDO LEZAMETA","ANCASH","BOLOGNESI","2014",NA,NA,3,NA,NA,NA,0,NA
"ABELARDO PARDO LEZAMETA","ANCASH","BOLOGNESI","2015",NA,NA,1,NA,NA,NA,0,NA
"ABELARDO PARDO LEZAMETA","ANCASH","BOLOGNESI","2016",NA,NA,2,NA,NA,NA,0,NA
"ABELARDO PARDO LEZAMETA","ANCASH","BOLOGNESI","2017",NA,NA,1,NA,NA,NA,0,NA
"ABELARDO PARDO LEZAMETA","ANCASH","BOLOGNESI","2019",NA,1,1,NA,NA,0,0,NA
"ABELARDO PARDO LEZAMETA","ANCASH","BOLOGNESI","2020",NA,6,NA,NA,NA,0,NA,NA
"ABELARDO PARDO LEZAMETA","ANCASH","BOLOGNESI","2021",NA,3,1,NA,NA,0,0,NA
"ABELARDO PARDO LEZAMETA","ANCASH","BOLOGNESI","2022",NA,NA,1,NA,NA,NA,0,NA
"ANTONIO RAIMONDI","ANCASH","BOLOGNESI","2012",NA,7,3,NA,NA,0,0,NA
"ANTONIO RAIMONDI","ANCASH","BOLOGNESI","2013",1,4,5,NA,0,0,0,NA
"ANTONIO RAIMONDI","ANCASH","BOLOGNESI","2014",1,5,3,NA,0,0,0,NA
"ANTONIO RAIMONDI","ANCASH","BOLOGNESI","2015",1,1,2,NA,0,0,0,NA
"ANTONIO RAIMONDI","ANCASH","BOLOGNESI","2016",1,2,3,NA,0,0,0,NA
"ANTONIO RAIMONDI","ANCASH","BOLOGNESI","2017",2,4,5,NA,0,0,0,NA
"ANTONIO RAIMONDI","ANCASH","BOLOGNESI","2018",NA,5,3,NA,NA,0,0,NA
"ANTONIO RAIMONDI","ANCASH","BOLOGNESI","2020",1,1,1,NA,0,0,0,NA
"ANTONIO RAIMONDI","ANCASH","BOLOGNESI","2021",NA,7,8,NA,NA,0,0,NA
"ANTONIO RAIMONDI","ANCASH","BOLOGNESI","2022",1,5,4,NA,0,0,0,NA
"AQUIA","ANCASH","BOLOGNESI","2012",1,2,2,NA,0,0,0,NA
"AQUIA","ANCASH","BOLOGNESI","2013",0,0,0,NA,0,0,0,NA
"AQUIA","ANCASH","BOLOGNESI","2014",0,10,3,NA,0,0,0,NA
"AQUIA","ANCASH","BOLOGNESI","2015",1,24,8,NA,0,0,0,NA
"AQUIA","ANCASH","BOLOGNESI","2016",4,22,8,NA,0,0,0,NA
"AQUIA","ANCASH","BOLOGNESI","2017",4,18,16,NA,0,0,0,NA
"AQUIA","ANCASH","BOLOGNESI","2018",NA,16,11,NA,NA,0,0,NA
"AQUIA","ANCASH","BOLOGNESI","2019",NA,3,3,NA,NA,0,0,NA
"AQUIA","ANCASH","BOLOGNESI","2020",1,19,4,NA,0,0,0,NA
"AQUIA","ANCASH","BOLOGNESI","2021",3,12,5,NA,0,0,0,NA
"AQUIA","ANCASH","BOLOGNESI","2022",3,11,7,NA,0,0,0,NA
"CAJACAY","ANCASH","BOLOGNESI","2012",3,8,4,NA,0,0,0,NA
"CAJACAY","ANCASH","BOLOGNESI","2013",1,17,7,NA,0,0,0,NA
"CAJACAY","ANCASH","BOLOGNESI","2014",3,10,7,NA,0,0,0,NA
"CAJACAY","ANCASH","BOLOGNESI","2015",3,13,5,NA,0,0,0,NA
"CAJACAY","ANCASH","BOLOGNESI","2016",1,11,9,NA,0,0,0,NA
"CAJACAY","ANCASH","BOLOGNESI","2017",0,8,6,NA,0,0,0,NA
"CAJACAY","ANCASH","BOLOGNESI","2018",3,9,8,NA,0,0,0,NA
"CAJACAY","ANCASH","BOLOGNESI","2020",1,12,5,NA,0,0,0,NA
"CAJACAY","ANCASH","BOLOGNESI","2021",4,20,9,NA,0,0,0,NA
"CAJACAY","ANCASH","BOLOGNESI","2022",1,8,7,NA,0,0,0,NA
"CANIS","ANCASH","BOLOGNESI","2013",NA,NA,1,NA,NA,NA,0,NA
"CANIS","ANCASH","BOLOGNESI","2015",NA,2,1,NA,NA,0,0,NA
"CANIS","ANCASH","BOLOGNESI","2016",NA,2,NA,NA,NA,0,NA,NA
"CANIS","ANCASH","BOLOGNESI","2017",NA,2,NA,NA,NA,0,NA,NA
"CANIS","ANCASH","BOLOGNESI","2018",NA,3,NA,NA,NA,0,NA,NA
"CANIS","ANCASH","BOLOGNESI","2020",NA,3,2,NA,NA,0,0,NA
"CANIS","ANCASH","BOLOGNESI","2021",NA,1,2,NA,NA,0,0,NA
"CHIQUIAN","ANCASH","BOLOGNESI","2011",NA,2,1,NA,NA,0,0,NA
"CHIQUIAN","ANCASH","BOLOGNESI","2012",NA,0,NA,NA,NA,0,NA,NA
"CHIQUIAN","ANCASH","BOLOGNESI","2013",NA,0,0,NA,NA,0,0,NA
"CHIQUIAN","ANCASH","BOLOGNESI","2014",2,19,9,NA,0,0,0,NA
"CHIQUIAN","ANCASH","BOLOGNESI","2015",2,24,28,NA,0,1,0,NA
"CHIQUIAN","ANCASH","BOLOGNESI","2016",5,29,27,NA,0,1,0,NA
"CHIQUIAN","ANCASH","BOLOGNESI","2017",5,37,28,NA,1,0,0,NA
"CHIQUIAN","ANCASH","BOLOGNESI","2018",3,25,15,NA,0,0,0,NA
"CHIQUIAN","ANCASH","BOLOGNESI","2019",NA,2,1,NA,NA,0,0,NA
"CHIQUIAN","ANCASH","BOLOGNESI","2020",3,17,12,NA,0,0,0,NA
"CHIQUIAN","ANCASH","BOLOGNESI","2021",1,30,25,NA,0,0,0,NA
"CHIQUIAN","ANCASH","BOLOGNESI","2022",12,41,31,NA,0,0,0,NA
"COLQUIOC","ANCASH","BOLOGNESI","2012",NA,7,6,NA,NA,0,0,NA
"COLQUIOC","ANCASH","BOLOGNESI","2013",1,13,9,NA,0,0,0,NA
"COLQUIOC","ANCASH","BOLOGNESI","2014",4,12,9,NA,0,0,0,NA
"COLQUIOC","ANCASH","BOLOGNESI","2015",3,16,10,NA,0,0,0,NA
"COLQUIOC","ANCASH","BOLOGNESI","2016",1,23,15,NA,0,0,0,NA
"COLQUIOC","ANCASH","BOLOGNESI","2017",6,22,11,NA,0,0,0,NA
"COLQUIOC","ANCASH","BOLOGNESI","2018",1,14,8,NA,0,0,0,NA
"COLQUIOC","ANCASH","BOLOGNESI","2020",NA,11,5,NA,NA,0,0,NA
"COLQUIOC","ANCASH","BOLOGNESI","2021",2,12,16,NA,0,0,0,NA
"COLQUIOC","ANCASH","BOLOGNESI","2022",2,18,13,NA,0,0,0,NA
"HUALLANCA","ANCASH","BOLOGNESI","2012",2,5,4,NA,0,0,0,NA
"HUALLANCA","ANCASH","BOLOGNESI","2013",5,67,30,NA,0,1,0,NA
"HUALLANCA","ANCASH","BOLOGNESI","2014",16,97,56,NA,0,0,0,NA
"HUALLANCA","ANCASH","BOLOGNESI","2015",11,74,51,NA,0,0,0,NA
"HUALLANCA","ANCASH","BOLOGNESI","2016",10,87,53,NA,0,0,0,NA
"HUALLANCA","ANCASH","BOLOGNESI","2017",10,100,58,NA,0,0,0,NA
"HUALLANCA","ANCASH","BOLOGNESI","2018",17,118,69,NA,0,0,0,NA
"HUALLANCA","ANCASH","BOLOGNESI","2020",13,96,55,NA,0,2,0,NA
"HUALLANCA","ANCASH","BOLOGNESI","2021",6,132,65,NA,0,1,0,NA
"HUALLANCA","ANCASH","BOLOGNESI","2022",15,105,78,NA,0,0,0,NA
"HUASTA","ANCASH","BOLOGNESI","2014",0,4,3,NA,0,0,0,NA
"HUASTA","ANCASH","BOLOGNESI","2015",1,14,13,NA,0,0,0,NA
"HUASTA","ANCASH","BOLOGNESI","2016",1,6,8,NA,0,0,0,NA
"HUASTA","ANCASH","BOLOGNESI","2017",1,7,8,NA,0,0,0,NA
"HUASTA","ANCASH","BOLOGNESI","2018",1,7,8,NA,0,0,0,NA
"HUASTA","ANCASH","BOLOGNESI","2019",1,1,NA,NA,0,0,NA,NA
"HUASTA","ANCASH","BOLOGNESI","2020",NA,16,5,NA,NA,0,0,NA
"HUASTA","ANCASH","BOLOGNESI","2021",1,7,6,NA,0,0,0,NA
"HUASTA","ANCASH","BOLOGNESI","2022",2,14,6,NA,0,0,0,NA
"HUAYLLACAYAN","ANCASH","BOLOGNESI","2013",NA,3,3,NA,NA,0,0,NA
"HUAYLLACAYAN","ANCASH","BOLOGNESI","2014",2,8,5,NA,0,0,0,NA
"HUAYLLACAYAN","ANCASH","BOLOGNESI","2015",2,8,7,NA,0,0,0,NA
"HUAYLLACAYAN","ANCASH","BOLOGNESI","2016",NA,5,5,NA,NA,0,0,NA
"HUAYLLACAYAN","ANCASH","BOLOGNESI","2017",NA,8,6,NA,NA,0,0,NA
"HUAYLLACAYAN","ANCASH","BOLOGNESI","2018",1,8,8,NA,0,0,0,NA
"HUAYLLACAYAN","ANCASH","BOLOGNESI","2022",1,NA,1,NA,0,NA,0,NA
"LA PRIMAVERA","ANCASH","BOLOGNESI","2013",NA,NA,1,NA,NA,NA,0,NA
"LA PRIMAVERA","ANCASH","BOLOGNESI","2014",1,NA,3,NA,0,NA,0,NA
"LA PRIMAVERA","ANCASH","BOLOGNESI","2015",NA,NA,5,NA,NA,NA,0,NA
"LA PRIMAVERA","ANCASH","BOLOGNESI","2016",1,NA,2,NA,0,NA,0,NA
"LA PRIMAVERA","ANCASH","BOLOGNESI","2017",NA,2,1,NA,NA,0,0,NA
"LA PRIMAVERA","ANCASH","BOLOGNESI","2018",2,1,1,NA,0,0,0,NA
"LA PRIMAVERA","ANCASH","BOLOGNESI","2019",NA,NA,1,NA,NA,NA,0,NA
"LA PRIMAVERA","ANCASH","BOLOGNESI","2020",NA,2,5,NA,NA,0,0,NA
"LA PRIMAVERA","ANCASH","BOLOGNESI","2021",2,3,NA,NA,0,0,NA,NA
"LA PRIMAVERA","ANCASH","BOLOGNESI","2022",1,2,4,NA,0,0,0,NA
"MANGAS","ANCASH","BOLOGNESI","2013",NA,2,3,NA,NA,0,0,NA
"MANGAS","ANCASH","BOLOGNESI","2014",NA,1,2,NA,NA,0,0,NA
"MANGAS","ANCASH","BOLOGNESI","2015",NA,2,5,NA,NA,0,0,NA
"MANGAS","ANCASH","BOLOGNESI","2016",NA,5,0,NA,NA,0,0,NA
"MANGAS","ANCASH","BOLOGNESI","2017",NA,NA,4,NA,NA,NA,0,NA
"MANGAS","ANCASH","BOLOGNESI","2018",NA,2,3,NA,NA,0,0,NA
"MANGAS","ANCASH","BOLOGNESI","2019",NA,1,1,NA,NA,0,0,NA
"MANGAS","ANCASH","BOLOGNESI","2020",NA,5,4,NA,NA,0,0,NA
"MANGAS","ANCASH","BOLOGNESI","2021",1,3,7,NA,0,0,0,NA
"MANGAS","ANCASH","BOLOGNESI","2022",NA,2,3,NA,NA,0,0,NA
"PACLLON","ANCASH","BOLOGNESI","2013",0,0,0,NA,0,0,0,NA
"PACLLON","ANCASH","BOLOGNESI","2014",2,1,2,NA,0,0,0,NA
"PACLLON","ANCASH","BOLOGNESI","2015",0,6,5,NA,0,0,0,NA
"PACLLON","ANCASH","BOLOGNESI","2016",3,4,7,NA,0,0,0,NA
"PACLLON","ANCASH","BOLOGNESI","2017",2,6,2,NA,0,0,0,NA
"PACLLON","ANCASH","BOLOGNESI","2018",NA,4,4,NA,NA,0,0,NA
"PACLLON","ANCASH","BOLOGNESI","2020",NA,12,5,NA,NA,0,0,NA
"PACLLON","ANCASH","BOLOGNESI","2021",NA,5,6,NA,NA,0,0,NA
"PACLLON","ANCASH","BOLOGNESI","2022",NA,5,8,NA,NA,0,0,NA
"SAN MIGUEL DE CORPANQUI","ANCASH","BOLOGNESI","2013",NA,1,NA,NA,NA,0,NA,NA
"SAN MIGUEL DE CORPANQUI","ANCASH","BOLOGNESI","2014",NA,2,2,NA,NA,0,0,NA
"SAN MIGUEL DE CORPANQUI","ANCASH","BOLOGNESI","2015",NA,1,6,NA,NA,0,0,NA
"SAN MIGUEL DE CORPANQUI","ANCASH","BOLOGNESI","2016",1,NA,4,NA,0,NA,0,NA
"SAN MIGUEL DE CORPANQUI","ANCASH","BOLOGNESI","2017",NA,1,NA,NA,NA,0,NA,NA
"SAN MIGUEL DE CORPANQUI","ANCASH","BOLOGNESI","2018",NA,0,2,NA,NA,0,0,NA
"SAN MIGUEL DE CORPANQUI","ANCASH","BOLOGNESI","2019",NA,1,1,NA,NA,0,0,NA
"SAN MIGUEL DE CORPANQUI","ANCASH","BOLOGNESI","2020",NA,1,1,NA,NA,0,0,NA
"SAN MIGUEL DE CORPANQUI","ANCASH","BOLOGNESI","2022",NA,4,NA,NA,NA,0,NA,NA
"TICLLOS","ANCASH","BOLOGNESI","2013",NA,1,3,NA,NA,0,0,NA
"TICLLOS","ANCASH","BOLOGNESI","2014",NA,5,4,NA,NA,0,0,NA
"TICLLOS","ANCASH","BOLOGNESI","2015",NA,1,7,NA,NA,0,0,NA
"TICLLOS","ANCASH","BOLOGNESI","2016",NA,4,2,NA,NA,0,0,NA
"TICLLOS","ANCASH","BOLOGNESI","2017",NA,6,1,NA,NA,0,0,NA
"TICLLOS","ANCASH","BOLOGNESI","2018",NA,2,4,NA,NA,0,0,NA
"TICLLOS","ANCASH","BOLOGNESI","2019",NA,2,NA,NA,NA,0,NA,NA
"TICLLOS","ANCASH","BOLOGNESI","2020",2,1,2,NA,0,0,0,NA
"TICLLOS","ANCASH","BOLOGNESI","2021",NA,2,3,NA,NA,0,0,NA
"TICLLOS","ANCASH","BOLOGNESI","2022",1,3,4,NA,0,0,0,NA
"ACOPAMPA","ANCASH","CARHUAZ","2012",NA,NA,1,NA,NA,NA,0,NA
"ACOPAMPA","ANCASH","CARHUAZ","2013",0,0,0,NA,0,0,0,NA
"ACOPAMPA","ANCASH","CARHUAZ","2014",0,15,6,NA,0,0,0,NA
"ACOPAMPA","ANCASH","CARHUAZ","2015",2,32,14,NA,0,0,0,NA
"ACOPAMPA","ANCASH","CARHUAZ","2016",4,40,13,NA,0,1,0,NA
"ACOPAMPA","ANCASH","CARHUAZ","2017",5,18,8,NA,0,0,0,NA
"ACOPAMPA","ANCASH","CARHUAZ","2018",4,24,16,NA,0,0,0,NA
"ACOPAMPA","ANCASH","CARHUAZ","2019",2,10,12,NA,0,0,0,NA
"ACOPAMPA","ANCASH","CARHUAZ","2020",7,16,19,NA,0,0,0,NA
"ACOPAMPA","ANCASH","CARHUAZ","2021",4,16,20,NA,0,0,0,NA
"ACOPAMPA","ANCASH","CARHUAZ","2022",2,21,25,NA,0,0,0,NA
"AMASHCA","ANCASH","CARHUAZ","2014",NA,4,4,NA,NA,0,0,NA
"AMASHCA","ANCASH","CARHUAZ","2015",1,4,8,NA,0,0,0,NA
"AMASHCA","ANCASH","CARHUAZ","2016",NA,14,7,NA,NA,0,0,NA
"AMASHCA","ANCASH","CARHUAZ","2017",NA,14,2,NA,NA,0,0,NA
"AMASHCA","ANCASH","CARHUAZ","2018",2,16,5,NA,0,0,0,NA
"AMASHCA","ANCASH","CARHUAZ","2020",1,5,4,NA,0,0,0,NA
"AMASHCA","ANCASH","CARHUAZ","2021",3,8,6,NA,0,0,0,NA
"AMASHCA","ANCASH","CARHUAZ","2022",1,11,7,NA,0,0,0,NA
"ANTA","ANCASH","CARHUAZ","2014",3,6,5,NA,0,0,0,NA
"ANTA","ANCASH","CARHUAZ","2015",5,30,14,NA,0,0,0,NA
"ANTA","ANCASH","CARHUAZ","2016",2,29,19,NA,0,0,1,NA
"ANTA","ANCASH","CARHUAZ","2017",6,25,14,NA,0,0,0,NA
"ANTA","ANCASH","CARHUAZ","2018",2,21,14,NA,0,0,0,NA
"ANTA","ANCASH","CARHUAZ","2019",5,22,10,NA,0,0,0,NA
"ANTA","ANCASH","CARHUAZ","2020",7,58,31,NA,0,0,0,NA
"ANTA","ANCASH","CARHUAZ","2021",8,52,31,NA,0,0,0,NA
"ANTA","ANCASH","CARHUAZ","2022",3,41,30,NA,0,0,0,NA
"ATAQUERO","ANCASH","CARHUAZ","2012",1,NA,NA,NA,0,NA,NA,NA
"ATAQUERO","ANCASH","CARHUAZ","2013",NA,0,0,NA,NA,0,0,NA
"ATAQUERO","ANCASH","CARHUAZ","2014",1,6,2,NA,0,0,0,NA
"ATAQUERO","ANCASH","CARHUAZ","2015",3,11,10,NA,0,0,0,NA
"ATAQUERO","ANCASH","CARHUAZ","2016",2,12,4,NA,0,0,0,NA
"ATAQUERO","ANCASH","CARHUAZ","2017",2,6,10,NA,0,0,0,NA
"ATAQUERO","ANCASH","CARHUAZ","2018",2,7,8,NA,0,0,0,NA
"ATAQUERO","ANCASH","CARHUAZ","2019",1,5,1,NA,0,0,0,NA
"ATAQUERO","ANCASH","CARHUAZ","2020",2,10,11,NA,0,0,0,NA
